place,team_name,submission_date,score
65,Tevfik Erkut,2024-08-08 01:16:18,0.0455
66,Data Dazzlers,2024-08-23 21:35:32,0.0455
67,AHMED RAMI HALITIM,2024-08-23 21:05:36,0.0455
68,Zhangfushen,2024-08-23 09:33:07,0.0455
69,Manuel Campos,2024-08-23 11:53:02,0.0455
70,Muhammad Tariq Pervez,2024-08-23 21:12:32,0.0456
71,Abrar Faiaz #2,2024-08-10 21:33:58,0.0456
72,Qamar math,2024-08-23 21:37:34,0.0456
73,Ganesh Sharma,2024-08-13 15:32:38,0.0457
74,DZIRI-SLAYER,2024-08-19 14:53:10,0.0457
75,lash_fire & Dheeraj,2024-08-23 21:34:06,0.0457
76,lumoumou,2024-08-20 15:17:41,0.0457
77,NIMBUS,2024-08-20 11:39:20,0.0457
78,Tom cat,2024-08-22 06:54:16,0.0457
79,Zulqar,2024-08-23 10:25:37,0.0457
80,sensei,2024-08-21 12:48:32,0.0458
81,Swaggle,2024-08-23 21:36:04,0.0458
82,dib,2024-08-19 14:55:02,0.0458
83,Toussaint,2024-08-23 20:58:41,0.0458
84,saskar2017,2024-08-21 16:22:07,0.0459
85,➴ Gamze Akkurt ⭒,2024-08-23 21:05:39,0.0459
86,Abdelghani Belgaid,2024-08-23 00:23:22,0.0459
87,Phoenix,2024-08-23 21:47:29,0.0459
88,Rafał Pawłowski,2024-08-22 09:06:11,0.0459
89,Chuppu,2024-08-19 07:25:46,0.0459
90,Abrar Faiaz,2024-08-20 13:37:38,0.0459
91,Иван Третьяков,2024-08-18 13:42:44,0.0459
92,Aaron McCure,2024-08-15 01:43:55,0.0459
93,Matthias Hauser,2024-08-23 20:42:25,0.0459
94,Arslan Gabdulkhakov,2024-08-15 12:26:42,0.0459
95,Wajahat Waheed,2024-08-23 06:49:50,0.0459
96,Priyanshu Sharma,2024-08-23 10:01:32,0.0459
97,The worst model 😃,2024-08-20 11:00:01,0.0459
98,valentine mwai,2024-08-22 13:26:41,0.0459
99,Omar Zaouel,2024-08-23 19:42:25,0.0459
100,vecxoz,2024-08-23 11:09:19,0.0459
101,Gautam,2024-08-20 16:21:45,0.0460
102,Rabie El Kharoua,2024-08-21 13:26:42,0.0460
103,kagglechamp38,2024-08-21 18:05:52,0.0460
104,[Deleted] e8df681f-8913-4cf8-850d-1d568e76abe4,2024-08-13 15:26:02,0.0460
105,Mario Javier,2024-08-20 14:39:11,0.0461
106,DIP KUMAR DHAWA,2024-08-14 11:42:36,0.0461
107,INQUISITIVE,2024-08-23 19:36:21,0.0461
108,Wojciech Jakiela,2024-08-23 21:52:09,0.0461
109,MannyJain,2024-08-18 16:26:56,0.0461
110,jan92,2024-08-21 08:04:27,0.0461
111,EPT,2024-08-23 15:28:39,0.0461
112,Antoniu Gugu,2024-08-23 20:02:35,0.0461
113,Gaurav Rawat,2024-08-06 11:12:53,0.0462
114,Mirza Milan Farabi,2024-08-23 19:57:30,0.0462
115,prash4nt,2024-08-05 16:01:18,0.0463
116,rr_asteroid612,2024-08-23 21:44:48,0.0463
117,Mathurin Aché,2024-08-23 08:48:28,0.0463
118,SJOKER,2024-08-23 07:53:36,0.0463
119,Tanishk Patil,2024-08-23 16:21:36,0.0463
120,jdaniel123,2024-08-20 22:18:25,0.0463
121,Sihong_Y,2024-08-22 08:42:05,0.0463
122,Krupal Patel,2024-08-23 11:50:27,0.0463
123,PRASHANT SHUKLA91,2024-08-23 14:07:33,0.0463
124,Toru Yamanoue,2024-08-18 08:40:37,0.0464
125,itsakphyo,2024-08-11 05:42:53,0.0464
126,南城Ncheng75,2024-08-23 07:05:40,0.0464
127,Devika,2024-08-23 20:22:03,0.0464
128,Volodymyr Pasichnyi,2024-08-23 13:41:32,0.0465
129,Saheed Iyanda,2024-08-23 19:24:37,0.0465
130,Shivampathak,2024-08-23 21:02:11,0.0465
131,The Data Game,2024-08-23 19:54:06,0.0465
132,Josef Švenda,2024-08-23 19:21:38,0.0465
133,Exalted Joseph,2024-08-21 22:45:34,0.0465
134,ZhiWeiZhang7,2024-08-23 15:30:59,0.0465
135,shake,2024-08-23 09:25:37,0.0466
136,Zoran Dobrosavljevic,2024-08-23 18:33:25,0.0466
137,AC,2024-08-23 18:17:09,0.0466
138,SOSA,2024-08-21 15:50:19,0.0466
139,Marek Nurzynski,2024-08-22 17:26:13,0.0466
140,ouside,2024-08-17 14:16:35,0.0466
141,weiyang,2024-08-22 07:02:52,0.0467
142,WanYanwendi,2024-08-20 18:41:11,0.0467
143,Matias Antônio,2024-08-23 00:55:47,0.0467
144,bob_less1111,2024-08-16 16:24:52,0.0467
145,AL2024,2024-08-17 05:42:21,0.0467
146,Manav Deep Singh Lamba,2024-08-17 06:14:45,0.0467
147,Kumar,2024-08-21 21:13:53,0.0467
148,madarshbb,2024-08-17 12:41:13,0.0467
149,Stratos Parellis,2024-08-22 15:46:01,0.0467
150,___cprashant112,2024-08-22 16:15:56,0.0467
151,Sudha Devi,2024-08-18 18:09:19,0.0467
152,shota,2024-08-20 23:58:09,0.0467
153,Sicheng Leo Liu,2024-08-18 14:03:40,0.0467
154,Emmanuel Ogungbemi,2024-08-20 22:54:27,0.0467
155,Nick Styles,2024-08-20 21:24:22,0.0467
156,HAIMO FANG,2024-08-22 05:11:10,0.0467
157,Heysem Ismail,2024-08-20 06:10:57,0.0467
158,Manas Rajan Pandya,2024-08-19 16:08:11,0.0467
159,HaneefRasheed,2024-08-19 17:55:44,0.0467
160,AAI,2024-08-21 18:23:34,0.0467
161,Auliš Arinili,2024-08-20 07:46:30,0.0467
162,Yassir Acharki,2024-08-21 15:50:33,0.0467
163,Ahmed Gaitani,2024-08-20 20:41:15,0.0467
164,Shailaja Sampat,2024-08-20 22:11:36,0.0467
165,simmmr,2024-08-22 20:08:19,0.0467
166,Loser,2024-08-23 20:50:31,0.0467
167,Rui11122,2024-08-23 04:56:57,0.0467
168,rz990813,2024-08-23 06:15:51,0.0467
169,xj,2024-08-22 15:51:49,0.0467
170,kasper tridt,2024-08-06 17:49:03,0.0467
171,Farukcan Saglam,2024-08-23 08:19:13,0.0467
172,SALAH EDDINE EL KHIRANI,2024-08-23 17:24:47,0.0467
173,Renoir,2024-08-23 10:12:47,0.0467
174,johnny,2024-08-22 01:59:50,0.0467
175,Varun Manoj Gupta,2024-08-23 21:35:57,0.0467
176,Sheikh Muhammad Abdullah,2024-08-23 21:01:22,0.0467
177,LuminousC,2024-08-23 18:50:31,0.0467
178,AhmedSamir1598,2024-08-21 22:00:26,0.0467
179,Vaibhav Sharma,2024-08-21 22:51:14,0.0467
180,魂魄妖梦,2024-08-23 10:09:49,0.0467
181,Gianina-Maria Petrașcu,2024-08-23 21:40:56,0.0467
182,Théo GAUDRY,2024-08-22 20:26:14,0.0467
183,Alseth,2024-08-23 20:56:27,0.0467
184,mineweenie,2024-08-23 02:13:59,0.0467
185,melon-cc,2024-08-23 02:35:00,0.0467
186,Royy,2024-08-23 10:12:36,0.0467
187,LJH,2024-08-23 17:37:25,0.0467
188,KALPESH BHOIR,2024-08-23 19:48:45,0.0467
189,Mattrixee,2024-08-15 04:49:36,0.0468
190,GUOHAOYANG,2024-08-23 15:51:46,0.0468
191,DeadKey,2024-08-18 15:38:55,0.0468
192,Zulo40,2024-08-23 12:43:15,0.0468
193,BeiJingMaJie,2024-08-14 08:53:23,0.0468
194,Leo93,2024-08-22 09:43:41,0.0468
195,DraganPinsent98,2024-08-20 18:33:30,0.0468
196,zhoujin_py,2024-08-18 23:21:30,0.0469
197,Ponthakorn Sodchun,2024-08-06 02:31:48,0.0469
198,HZM,2024-08-07 14:13:02,0.0469
199,Anidipta Pal,2024-08-07 14:29:50,0.0469
200,hibana2077,2024-08-08 04:30:22,0.0469
201,Ravi Teja Chilakala,2024-08-08 18:40:38,0.0469
202,kirkutirev,2024-08-08 21:18:09,0.0469
203,Ben Lebovitz,2024-08-09 14:57:09,0.0469
204,Nguyen Ngoc Lan,2024-08-10 13:33:05,0.0469
205,Kartik Chhimpa,2024-08-19 17:26:01,0.0469
206,سیدماشاالله چاقه,2024-08-13 17:09:23,0.0469
207,laban ochwo,2024-08-15 00:06:04,0.0469
208,Daris Dzakwan Hoesien,2024-08-14 02:48:01,0.0469
209,waticson,2024-08-23 15:12:31,0.0469
210,BOOBA,2024-08-20 18:26:17,0.0470
211,Amaraa ,2024-08-14 08:44:38,0.0470
212,abdo_tohamy,2024-07-29 11:44:52,0.0471
213,ParapetPetrov,2024-08-19 10:50:19,0.0472
214,tomtuamnuq,2024-08-09 21:40:45,0.0472
215,aditya_Rahul,2024-08-06 11:22:11,0.0472
216,Jie Wu,2024-08-10 22:06:58,0.0472
217,Level Up,2024-08-23 21:39:53,0.0473
218,cannnn,2024-08-09 08:45:18,0.0473
219,universal loser,2024-06-30 06:21:46,0.0474
220,PUN,2024-08-07 06:43:06,0.0476
221,Mert - Bertan,2024-08-23 11:58:42,0.0476
222,Jit_Roy_2025,2024-08-18 14:34:47,0.0477
223,ABRA,2024-08-16 11:52:16,0.0478
224,Hamdi Barkous,2024-08-09 19:40:15,0.0478
225,Fangyuan peng,2024-08-23 09:16:06,0.0478
226,Akeryu Ryuu,2024-08-23 12:26:22,0.0479
227,LastInTheCompetition,2024-06-25 08:22:07,0.0479
228,GebLari,2024-08-08 19:37:08,0.0479
229,XtoX,2024-08-23 19:42:39,0.0480
230,in Blue,2024-08-23 15:01:26,0.0480
231,Abhi Battini,2024-08-13 18:29:55,0.0480
232,Gakushi Kanamoto,2024-08-12 14:19:14,0.0481
233,Mert Anıl Çelik,2024-08-23 16:55:56,0.0482
234,revati shingole,2024-08-17 16:15:23,0.0482
235,Ian Chu Te,2024-07-27 05:50:33,0.0483
236,Michael Oek,2024-07-15 14:53:25,0.0483
237,DAVID CHEW HL,2024-07-05 04:41:57,0.0483
238,Danny Quirouette,2024-08-22 13:41:59,0.0483
239,metu_team,2024-07-13 11:23:02,0.0483
240,Asai Shuto,2024-07-25 14:33:20,0.0483
241,Lonnie,2024-08-20 14:40:18,0.0483
242,witcher,2024-07-21 19:16:57,0.0483
243,Shubham soni111,2024-08-16 07:08:30,0.0483
244,Arnav Gupta,2024-07-23 14:14:21,0.0483
245,Mohammed Rila,2024-07-24 08:30:14,0.0483
246,dorian,2024-08-16 02:49:04,0.0483
247,joaquin,2024-07-11 19:48:10,0.0483
248,vikas potluri,2024-06-27 13:45:12,0.0483
249,tanaka,2024-06-28 01:24:10,0.0483
250,riicon,2024-07-14 00:00:01,0.0483
251,Vu Minh Quan,2024-07-01 00:57:37,0.0483
252,abababa123,2024-07-01 07:16:11,0.0483
253,Michael Jonathan,2024-07-05 06:29:20,0.0483
254,Norjin Munkh,2024-07-26 03:01:54,0.0483
255,Yash Jadhav,2024-07-08 18:41:45,0.0483
256,Li-Der,2024-07-09 21:15:16,0.0483
257,Andrij,2024-07-10 10:15:48,0.0483
258,DolorNeto,2024-07-10 21:24:10,0.0483
259,Harman_ 2156,2024-07-12 07:30:05,0.0483
260,加油搞算法,2024-07-25 08:20:35,0.0484
261,Omkar Salunke,2024-08-23 20:11:40,0.0484
262,NasierM,2024-08-22 03:23:03,0.0484
263,Outatime,2024-07-23 15:27:11,0.0484
264,Irtaza Ahmed Khan,2024-08-23 17:55:59,0.0484
265,Abdullah Altay,2024-08-23 07:34:55,0.0484
266,nOhOpEs,2024-08-23 20:57:25,0.0485
267,Yi-Fu Chen,2024-08-23 07:43:06,0.0485
268,huang,2024-08-23 21:39:32,0.0485
269,Ömer Yentür,2024-07-11 10:53:12,0.0485
270,J,2024-08-20 22:35:58,0.0485
271,Hulana_Her,2024-07-29 06:18:03,0.0486
272,Dipankar Mitra,2024-08-23 07:10:03,0.0486
273,Iniya_001,2024-08-16 16:18:16,0.0486
274,Stas Kolchin,2024-08-23 21:30:19,0.0487
275,LUCKY,2024-07-08 16:49:19,0.0487
276,ِِ Aldar418,2024-08-22 13:05:40,0.0488
277,shan007007,2024-08-23 18:52:33,0.0489
278,gmobaz,2024-08-09 20:25:19,0.0489
279,Arnold Kakas,2024-08-18 11:14:59,0.0489
280,ShipraSingh1202,2024-08-23 17:02:34,0.0490
281,paploe,2024-06-15 11:56:06,0.0492
282,Tim Decker,2024-08-17 15:11:59,0.0492
283,bestwater,2024-08-13 01:23:49,0.0492
284,Rahul Negi,2024-08-23 12:32:17,0.0492
285,Teriyaki427,2024-07-05 02:24:41,0.0493
286,da_pond,2024-08-20 15:11:45,0.0493
287,Sang Il Bae,2024-08-13 12:13:02,0.0493
288,Monica B.raju,2024-08-04 11:11:00,0.0494
289,Hamza Malyana,2024-08-22 15:52:55,0.0494
290,Caleb Emelike,2024-07-05 07:31:29,0.0494
291,Moamen Ibrahim,2024-08-23 20:26:36,0.0494
292,Vipin Kumar,2024-08-05 12:14:20,0.0494
293,spiec,2024-07-30 19:21:16,0.0494
294,HAMZA ENSA,2024-06-17 09:53:23,0.0495
295,MLJoker,2024-08-18 04:28:25,0.0495
296,Ajay Asaithambi,2024-08-16 13:41:57,0.0495
297,Raema Selvaprabha,2024-08-16 14:04:42,0.0495
298,Bogdan NLP,2024-07-12 22:45:18,0.0495
299,Merch,2024-07-08 04:48:17,0.0496
300,Konstantin Shirshov,2024-08-21 21:58:53,0.0496
301,duzeng,2024-08-04 07:11:56,0.0496
302,X,2024-08-23 21:32:25,0.0496
303,Akshith Putta,2024-08-04 14:32:51,0.0497
304,Jeonghyeon Yun,2024-07-03 04:37:18,0.0497
305,Balinio,2024-08-21 20:56:26,0.0498
306,Alaaeddin KHEİTİ,2024-08-04 13:58:15,0.0498
307,Devender Naini,2024-08-22 17:01:33,0.0498
308,N1234567,2024-07-15 16:08:01,0.0498
309,Liew Nam Yang,2024-07-07 07:42:47,0.0499
310,Lukas K.,2024-07-07 11:20:54,0.0499
311,sasayaka,2024-08-23 16:09:30,0.0500
312,Ngo Duc Hoang Hiep,2024-08-02 08:22:58,0.0500
313,mouadenna,2024-06-26 22:09:18,0.0500
314,Kaeru,2024-08-08 13:53:56,0.0502
315,Lycoph,2024-08-05 17:50:15,0.0502
316,QingHai2333,2024-08-20 08:24:32,0.0503
317,Daniel J.E. Moore,2024-07-27 14:52:02,0.0503
318,Muchuku Abdi,2024-07-03 05:52:43,0.0505
319,DanteTheAbstract,2024-08-23 21:45:54,0.0505
320,Sanatus,2024-07-30 14:41:54,0.0505
321,Man!!,2024-08-06 07:47:49,0.0506
322,Samvel Kocharyan,2024-07-29 16:59:00,0.0507
323,Yassine Ben Zekri,2024-06-28 10:55:52,0.0508
324,Chun Fu,2024-06-24 23:33:15,0.0508
325,Stepan Steblin-Kamenskii,2024-06-26 07:16:01,0.0508
326,Mikoto Takigawa,2024-07-19 08:34:16,0.0508
327,cyberia,2024-07-18 22:44:51,0.0508
328,Minjun Park,2024-07-03 07:32:13,0.0508
329,Abdul rehman03210,2024-07-15 02:34:21,0.0508
330,Nikita Makarov,2024-08-23 06:35:43,0.0508
331,newna77,2024-08-13 07:39:59,0.0509
332,laurency,2024-08-09 20:04:43,0.0509
333,Ahmet DİZDAR,2024-08-12 13:21:55,0.0510
334,buseful,2024-07-12 12:30:51,0.0510
335,MariFel,2024-08-07 13:55:23,0.0510
336,Evan,2024-08-23 21:01:43,0.0510
337,Kirderf,2024-08-23 16:17:27,0.0510
338,Manikanth Kaneri,2024-08-20 13:13:51,0.0511
339,hone Jec,2024-06-23 14:46:35,0.0512
340,dio_mht,2024-08-23 19:03:28,0.0512
341,Asmat ullah,2024-07-04 01:58:12,0.0514
342,Ignacio Freire,2024-08-13 11:49:51,0.0514
343,Ali Alghaithi,2024-07-27 17:28:14,0.0514
344,natanel daniel,2024-07-14 09:06:46,0.0514
345,Soon Jynn Chu,2024-07-17 01:29:50,0.0514
346,ACMBITS,2024-06-30 12:29:24,0.0516
347,KsenSko,2024-07-02 23:42:14,0.0516
348,Naveenreddy89,2024-08-23 17:24:46,0.0516
349,Susmitha Dasavaraneni,2024-08-23 17:28:08,0.0516
350,Ogwal Odyek,2024-08-23 09:28:59,0.0516
351,sd.masa.sd,2024-08-07 08:25:29,0.0516
352,Akindu Himan,2024-08-23 18:27:05,0.0518
353,Sedat GOLGİYAZ,2024-08-22 23:00:42,0.0518
354,Intelligence Gear,2024-08-03 22:16:25,0.0518
355,Dmitry Leontyev,2024-08-22 18:01:19,0.0518
356,fahmiagungmaulana,2024-08-23 19:20:29,0.0519
357,Yousif Abdulnabi Yousif,2024-08-23 15:59:30,0.0519
358,Kingfisher,2024-08-23 18:31:14,0.0520
359,muhabx,2024-08-17 12:49:48,0.0520
360,Sutirtha Mukherjee,2024-07-24 08:03:45,0.0521
361,B.Ruslan,2024-08-23 21:37:50,0.0521
362,Musa Khan,2024-08-20 01:49:25,0.0521
363,Alpay Abbaszade,2024-08-23 15:43:15,0.0521
364,liuzhangzhen,2024-06-19 13:05:13,0.0521
365,Federico Intriago,2024-08-23 00:58:58,0.0522
366,Kentanz,2024-07-31 10:57:39,0.0522
367,LukaslovesStatistics,2024-07-31 17:16:47,0.0522
368,Pratik@250,2024-07-11 15:05:26,0.0522
369,JimmyLiao,2024-08-23 16:58:06,0.0522
370,Josh Haber,2024-08-22 01:14:57,0.0524
371,Quentin Loeb,2024-08-20 14:28:07,0.0525
372,Ruann Campos,2024-07-17 22:18:00,0.0525
373,Fahmida Chowdhury,2024-06-19 07:42:43,0.0525
374,Hassan.,2024-06-19 12:37:54,0.0525
375,JackYe1994,2024-06-19 17:38:22,0.0526
376,mexwell,2024-08-07 09:54:54,0.0526
377,Mustafa Kaan Görgün,2024-08-23 20:35:21,0.0526
378,Bill Cruise,2024-07-24 19:57:10,0.0527
379,NIHAR RANJAN PANDA,2024-08-09 18:18:46,0.0528
380,Binyamin Singer,2024-08-08 23:06:37,0.0528
381,Chinmoy Dutta,2024-08-16 15:25:45,0.0529
382,eneskksl,2024-08-07 14:06:25,0.0529
383,Endo Ryo,2024-08-23 07:33:50,0.0529
384,Mehak Iftikhar,2024-06-15 12:52:57,0.0529
385,koksal100,2024-07-30 13:49:33,0.0530
386,Malko,2024-06-28 05:20:17,0.0530
387,Sebastian Cuya,2024-08-23 09:16:44,0.0530
388,Shashwat Jangitwar,2024-08-05 03:08:47,0.0530
389,abdelrhman elhelaly,2024-07-12 17:36:43,0.0531
390,Dulina Perera,2024-06-18 07:58:17,0.0531
391,Flouka,2024-08-05 12:29:00,0.0531
392,Nmedirp,2024-08-18 04:52:43,0.0532
393,Bigzhuang,2024-07-15 07:14:10,0.0532
394,Lets Try Saman :),2024-08-23 20:51:24,0.0532
395,Feitan,2024-08-23 21:50:45,0.0532
396,Ahmed Alghali,2024-08-22 18:44:50,0.0533
397,Penguin,2024-08-03 20:07:50,0.0533
398,Pranshu Kumar,2024-06-18 04:38:49,0.0534
399,Lin Jianhang,2024-06-23 01:51:35,0.0534
400,bogoconic1,2024-08-23 13:37:04,0.0534
401,Chris_starsky,2024-08-06 05:32:49,0.0535
402,noah ny,2024-06-24 04:07:18,0.0535
403,Marcos Galvão,2024-07-17 01:11:04,0.0535
404,Zaid Sanchez,2024-06-25 17:02:51,0.0535
405,Jack Lee,2024-08-13 10:34:58,0.0536
406,Sercan Yeşilöz,2024-07-11 23:03:56,0.0536
407,Van Patangan,2024-07-29 20:50:44,0.0536
408,Sile Tao,2024-07-13 19:08:39,0.0536
409,Minho Choi,2024-07-19 01:14:21,0.0536
410,baellouf,2024-06-22 23:44:06,0.0536
411,Muzzamil,2024-08-23 20:28:49,0.0537
412,AGNIVA BHATTACHARYA,2024-06-18 03:10:48,0.0537
413,liangshutong,2024-08-10 15:29:25,0.0538
414,xujchill,2024-08-10 04:19:21,0.0538
415,nr,2024-07-12 17:34:46,0.0539
416,Timofey Kiselev,2024-08-23 09:55:09,0.0539
417,Xwite147,2024-06-17 05:50:56,0.0539
418,VAP RF5,2024-08-15 11:10:38,0.0540
419,Etienne Kaiser (郑翊天）,2024-08-18 06:43:56,0.0540
420,OndrejMajor,2024-08-23 10:19:53,0.0540
421,Oleg Melnik,2024-08-13 16:15:48,0.0540
422,PiVa AI,2024-08-23 19:56:50,0.0540
423,Shashank,2024-08-09 08:37:34,0.0540
424,inozemetz,2024-08-14 13:25:47,0.0540
425,Yisak Birhanu Bule,2024-08-22 04:28:25,0.0541
426,Ruberval PEREIRA ALVES,2024-08-23 16:57:38,0.0542
427,Thutmose X,2024-08-21 09:59:32,0.0543
428,Mikiyas Mulu,2024-08-05 12:06:08,0.0543
429,Charley_Dublin,2024-06-25 18:42:53,0.0543
430,Aleix Gimenez,2024-07-30 18:16:36,0.0543
431,RUBERVAL PEREIRA,2024-08-23 12:26:10,0.0544
432,joan DS,2024-08-23 00:31:42,0.0544
433,ForbiddenSoul,2024-06-15 09:05:12,0.0544
434,Keenan,2024-06-16 06:27:39,0.0545
435,Michael Kamal 92,2024-06-27 10:04:53,0.0545
436,RUBERVAL,2024-08-23 16:51:16,0.0546
437,Abhijit89Kumar,2024-06-15 08:15:22,0.0546
438,Octave dbc,2024-07-04 14:31:12,0.0547
439,wanglei,2024-08-23 13:28:59,0.0547
440,Marcos B.,2024-06-21 22:57:37,0.0548
441,Pearlyn,2024-08-04 10:57:27,0.0548
442,i_am_hacker2024,2024-08-18 05:56:21,0.0548
443,Durlabh_Jha,2024-08-03 07:32:30,0.0549
444,Lindani Mncwabe,2024-08-10 06:28:01,0.0549
445,SSK993,2024-08-23 04:33:14,0.0549
446,ikram ullah,2024-07-27 18:09:39,0.0550
447,llm-dx,2024-08-22 02:03:38,0.0551
448,huzpsb,2024-08-09 18:09:06,0.0551
449,fixflow,2024-08-08 04:53:39,0.0551
450,Jürgen,2024-06-29 11:47:08,0.0552
451,Pinar Topuz,2024-06-29 17:02:30,0.0552
452,Oh no my model it's overfitted,2024-07-21 13:11:57,0.0552
453,Chidera E,2024-07-05 07:52:11,0.0553
454,AdhokshajaPradeep,2024-07-17 04:15:49,0.0553
455,Dan Ofer,2024-07-03 10:11:53,0.0554
456,Aldridge Mbamali,2024-08-06 23:25:03,0.0554
457,bisensee,2024-08-06 05:15:39,0.0555
458,PRASHANTH,2024-06-24 09:43:40,0.0555
459,Yemima Sipayung,2024-07-17 05:02:10,0.0555
460,Jan Hesse,2024-08-03 14:21:01,0.0555
461,Anatolii Kashchuk,2024-08-01 19:47:44,0.0556
462,Lechen Li,2024-08-09 14:29:03,0.0556
463,test_orders,2024-08-11 21:29:41,0.0557
464,dhoeren,2024-07-03 17:48:32,0.0557
465,Matthew Jansen,2024-08-22 20:40:53,0.0557
466,Juhyun Mun,2024-08-01 06:41:55,0.0557
467,Sai Shashank,2024-06-23 06:40:52,0.0558
468,Kazi Md Abdullah Al Mubin,2024-08-08 01:51:07,0.0558
469,Dalia Breskuvienė,2024-07-11 15:14:36,0.0558
470,Satyajeet Rai,2024-08-08 11:28:22,0.0558
471,WhyData,2024-06-17 13:50:11,0.0559
472,zhuoqun,2024-06-15 05:19:57,0.0559
473,Shiv28,2024-06-15 10:36:20,0.0559
474,Yu Xufeng,2024-06-16 11:47:14,0.0559
475,OBS$E$SED,2024-06-21 05:14:09,0.0559
476,Öykü Büyükakın,2024-08-15 18:28:58,0.0559
477,Mena Saleh,2024-08-19 17:03:55,0.0559
478,VadimVV,2024-08-22 06:04:20,0.0560
479,priya1207,2024-08-16 03:02:29,0.0560
480,Adan Somoza,2024-08-22 15:34:27,0.0560
481,Mitsutani,2024-07-05 17:41:27,0.0561
482,Ali Barooni,2024-08-20 14:51:47,0.0561
483,Yuchen20,2024-06-28 13:58:18,0.0561
484,Nasier,2024-08-18 04:01:57,0.0561
485,Ayoub EL FARHMAT,2024-08-18 02:04:09,0.0561
486,um3rfar00q,2024-08-15 16:18:37,0.0561
487,Cherry Borman,2024-06-14 04:22:31,0.0562
488,Satya Manikanta Potti,2024-08-17 09:54:49,0.0562
489,DeoDeo11037,2024-07-29 08:01:55,0.0562
490,Jar,2024-07-23 18:08:38,0.0562
491,Dor Sam Coolman,2024-06-17 08:09:26,0.0562
492,Kanika Singhal Jindal,2024-07-11 02:41:19,0.0563
493,sarah am,2024-08-11 05:43:52,0.0564
