title,author_name,url,num_upvotes,page_number
IEEE Spectrum Article on ARC Prize 2024 competition,C R Suthikshn Kumar,https://www.kaggle.com/competitions/arc-prize-2024/discussion/523234,8,5
Abstract Transformation Vector,Max Strome,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520677,5,5
What is really 'AGI'?,June,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518596,4,5
Are ARC Tests Underspecified?,Ronan Jones,https://www.kaggle.com/competitions/arc-prize-2024/discussion/522100,10,5
GPT5 ~ AGI,sheriffff,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521438,-3,5
The big book of TARCs,Kha Vo,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521727,18,5
Concept learning idea collect,kymoji,https://www.kaggle.com/competitions/arc-prize-2024/discussion/522466,-1,5
42 ‼️ The answer to the ultimate question?,KirkDCO,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521379,2,5
Can we use data augmentation?,Rafael Frade,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521243,5,5
Output size inference - nonlinears,Arseni Ivanov,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521219,5,5
"High Speed, Low-Level Preprocessing II",James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521676,1,5
Neural approach,Vasilis,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520739,9,5
Score error! Where to get The evaluate code!,yipin zhang,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515314,2,5
A question about priors,KirkDCO,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521044,6,5
Reducing the time limit,Javier Vizoso,https://www.kaggle.com/competitions/arc-prize-2024/discussion/521111,2,5
Redefining Problem as X-->Y mapping What could be the best model architecture?,sriram anush123,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520747,2,6
Playing ARC games 🎮🕹️,Alejandra Villarreal,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520665,4,6
What is the highest scoring code which is public and uses a DSL with some kind of search with it?,bobdobbob,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520195,2,6
Saturation score 26?,sheriffff,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520237,4,6
suggestions,andy jennings,https://www.kaggle.com/competitions/arc-prize-2024/discussion/519604,6,6
Abstraction *and* Reasoning,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520579,3,6
"What is Lost in gaining ""command""?",James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520663,1,6
Are there any program searches which uses https://github.com/michaelhodel/arc-dsl?,bobdobbob,https://www.kaggle.com/competitions/arc-prize-2024/discussion/520196,3,6
Model checkpoints under non-commercial licences?,Michael Poluektov,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518593,4,6
ARC-Prize Flip H or V is important !,Omar Isbaitan,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518934,-4,6
this puzzle might error【fixed】,kymoji,https://www.kaggle.com/competitions/arc-prize-2024/discussion/519767,2,6
Platform for Creating ARC-AGI Puzzles,Christian Jones,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518522,26,6
Fix simple LLM mistakes (if you are using LLMs),Oleg Trott,https://www.kaggle.com/competitions/arc-prize-2024/discussion/519165,4,6
Some problems to be solved: Unit capacity.,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/519679,1,6
What OS LLM models have you tried?,Luca Bottero,https://www.kaggle.com/competitions/arc-prize-2024/discussion/519725,1,6
"What kind of ""objects"" there are in the figures?",Luca Bottero,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518585,5,6
Rotating 90 180 270 360 (L or R) is important !,Omar Isbaitan,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518937,-3,6
"What kind of ""interactions"" do objects have?",Luca Bottero,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518915,4,6
https://github.com/IBM/abductive-rule-learner-with-context-awareness Learning Abductive Reasoning using VSA Distributed Representations,aimind,https://www.kaggle.com/competitions/arc-prize-2024/discussion/517243,12,6
regarding cmap color code,love automn,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518774,2,6
Check out my work in 2020 ARC Competition,Serhii Hrynko,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516827,9,7
Could you give me suggestions?,Rustam Bazarbayev,https://www.kaggle.com/competitions/arc-prize-2024/discussion/517157,5,7
Beyond Memorization: Why Input-Output Models Won't Conquer the ARC Challenge,AlgoDrive.AI,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516596,23,7
My GPT4o Attempts,Adetoye,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516825,6,7
Paper submission and making notebooks public,Amin Allam,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518318,2,7
Inequality,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/518527,1,7
Domain knowledge,Vasilis,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516481,2,7
A Reverse Engineering Approach (Think Self-Play),Gamil,https://www.kaggle.com/competitions/arc-prize-2024/discussion/517012,1,7
[BUG] Your team has used its overall Submission allowance,Ali,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515618,7,7
TIL...,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/517038,2,7
DreamCoder supplemental material,andy jennings,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516002,9,7
This competition not listed as active currently?,Matt McDonagh,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516824,2,7
Guessing how active inference (test time fine-tuning) is done,Guillermo Barbadillo,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515050,8,7
ARC datasets and tagging,nosound,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515360,44,7
Teams assemble here,NinoRisteski,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511985,2,7
Random AGI Thought,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516153,0,7
Deep Learning based Approaches,qubit81,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516491,0,7
Strange beautiful...,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515984,1,7
Freelance help,nosound,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514095,5,7
Subject: Using (GNNs) to solve (ARC-AGI),Omar Isbaitan,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515811,2,7
Is there a starter for NN or CNN?,NobelK5342,https://www.kaggle.com/competitions/arc-prize-2024/discussion/516004,0,8
"Why is there a separation for the ""solutions"" file for training?",Arseni Ivanov,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515668,2,8
submission failed,kymoji,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515715,1,8
submission error,Barirah Zainal Abidin,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515396,-1,8
Submission Scoring Error,Double Cringe,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515327,3,8
How to utilize LLMs?,kazuki_kazukazu,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514595,1,8
Can’t generate same score in rerun,Ali,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515521,2,8
Isn't active inference cheating?,chinnum97,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515346,0,8
ACTION REQUIRED: (Slightly) Updated Data,inversion,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515012,6,8
Question competition rules around validation data labeling,Tobias Domhan,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512940,4,8
It's the equation...,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512794,-4,8
What's the difference from Abstraction and Reasoning Challenge,dreamCatcher@SH,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512406,2,8
visualization,Ali Moeeny,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514617,2,8
Regarding models,Shreyansh Murathia,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515199,0,8
Is it possible to defeat LLM using other methods than LLM ?,ton8600,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515224,0,8
Link to previous competition (ARC 2020),steubk,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511713,15,8
Evaluation Notebook Type,Jacob Hansen,https://www.kaggle.com/competitions/arc-prize-2024/discussion/515066,2,8
Can offline Trained LLMs be used in the competition?,Fangxu Yu,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514711,-1,8
What's the meaning of multiple outputs?,KKY,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513725,2,8
Unable to Submit [Fixed],jazivxt,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512256,14,8
submission problem!,hone Jec,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514334,1,9
FYI: Fixes issued for certain training/evaluation tasks,fchollet,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513114,25,9
LLM model choice,Sebastian Squire,https://www.kaggle.com/competitions/arc-prize-2024/discussion/514385,2,9
Trying to understand some challenge,Jo,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513715,5,9
✍️Corpus Mistakes and Standard Tasks,Mehran Kazeminia,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512962,17,9
What is the official stance on discussing the challenges?,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513546,2,9
Potential Approaches: Logic Methods for LLMs,wwiji,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513734,0,9
The field of this competition,yunsuxiaozi,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513289,3,9
Pretraining on the Test Set Is All You Need,Théo Boyer,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512870,11,9
AI solution levels,Dmitriy Gakh,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512539,5,9
No private leaderboard?,Agajan Torayev,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513603,1,9
Paper question: Ordering local generalization to achieve broad generalization,Eyas Taifour,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513639,-1,9
An early prize might boost new ideas,Noor Chauhan,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512997,1,9
Data Format Clarifications,Ronan McGovern,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513053,1,9
How was the ARC data generated?,Zian,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513317,1,9
Additional dependencies,Jackson Neal,https://www.kaggle.com/competitions/arc-prize-2024/discussion/513390,1,9
submission file name and format problem.,dragon zhang,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512860,2,9
5 month comp duration?,Cody_Null,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511683,13,9
Segregating and Combining ARC 2024 Data,Muhammad Tariq Pervez,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512584,6,9
Transformation code,PerceptualRobots,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512946,1,9
ChatGPT 4o,Joost Dekker,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512562,3,10
Looking for a team? [Megathread],Shubham Singh,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511996,2,10
Resources for Abstraction and Reasoning Corpus for Artificial General Intelligence (ARC-AGI),Muhammad Tariq Pervez,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511931,3,10
Can i pre-train outside of the submission,Joost Dekker,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512756,0,10
Does VLM work for ARC Prize 2024? Why everyone focuses on LLM?,Shure,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512680,0,10
"Thank you, Francois!",James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512446,2,10
The Magic Bus,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512444,0,10
tiny error on 05a7bcf2,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512377,2,10
Theoretical Winner,James Huddle,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512440,-1,10
Get .json data into python as 2D np arrays,IlyaKamenshchikov,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511846,5,10
Clarification about output,bastao,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512442,1,10
How would a winning solution look like?,Andreas,https://www.kaggle.com/competitions/arc-prize-2024/discussion/511942,3,10
"Black always ""null""?",alf hickey,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512185,1,10
Can submissions use closed source LLM apis? yes? no? another track?,Jianghong,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512398,0,10
Internet not allowed in submission? What about LLM APIs?,Merlin Richter,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512075,0,10
Can llm write code to solve those puzzles?,VolodymyrBilyachat,https://www.kaggle.com/competitions/arc-prize-2024/discussion/512310,0,10
